Ruc|Nombre/Razon|A partir del|Resolucion|
20102562322|ELEODORO QUIROGA RAMOS SOCIEDAD ANONIMA CERRADA-ELEODORO QUIROGA RAMOS S.A.C.|01/11/2012|RS R.S.228-2012|
20101353461|ELMER JO ANAYA S.A.C.|01/07/2015|RS R.S.139-2015|
20501973522|EMBOTELLADORA DON JORGE S.A.C.  EN LIQUIDACION|01/11/2012|RS R.S.228-2012|
20114050025|EMBOTELLADORA LA SELVA SA|01/09/2016|RS R.S.180-2016|
20413940568|EMBOTELLADORA SAN MIGUEL DEL SUR S.A.C.|01/01/2010|RS R.S.265-2009|
20219774207|EMP CAPLINA TRANSP TURISTIC INTERNAC SRL|01/02/2015|RS R.S.395-2014|
20232236273|EMP CONCESIONARIA DE ELECT DE UCAYALI SA|01/02/2015|RS R.S.395-2014|
20216293593|EMP DE GENERACION ELECTRICA AREQUIPA S A|01/06/2003|RS R.S.101-2003|
20218339167|EMP GENERACION ELECTRICA MACHUPICCHU S A|01/02/2003|RS R.S.181-2002|
20100003199|EMP NACIONAL DE PUERTOS S A|01/06/2002|RS R.S.037-2002|
20103117560|EMP REG DE SERV PUB DE ELECT DL NORTE SA|01/06/2003|RS R.S.101-2003|
20103795631|EMP REG DE SERV PUBLICO DE ELECTRICIDAD|01/05/2011|RS R.S.082-2011|
20216249934|EMP TRANSP EXP NAC CERRO PASCO SRL|01/07/2015|RS R.S.139-2015|
20319127845|EMP. DE SERVICIOS SANTA MONICA S.R.L.|01/11/2012|RS R.S.228-2012|
20119407738|EMP. DE TRANS. FLORES HNOS. SRL.|01/06/2003|RS R.S.101-2003|
20370038083|EMP.COMERCIAL PERUANA EIRL.EMCOPER EIRL.|01/09/2016|RS R.S.180-2016|
20425809882|EMP.DE ADMIN. DE INFRAEST. ELECTRICA S.A|01/11/2012|RS R.S.228-2012|
20119205949|EMP.REG.SERV.PUB.ELECT.ELECTROSUR S.A.|01/05/2003|RS R.S.080-2003|
20508161761|EMPACADORA Y PROCESADORA HUAMANI SAC|01/07/2015|RS R.S.139-2015|
20538848060|EMPRESA ADMINISTRADORA CERRO S.A.C.|01/11/2012|RS R.S.228-2012|
20118792174|EMPRESA AGRARIA AZUCARERA ANDAHUASI SAA.|01/09/2018|RS R.S.182-2018|
20103272964|EMPRESA AGRICOLA SAN JUAN S.A|01/11/2012|RS R.S.228-2012|
20494711223|EMPRESA AGRO EXPORT ICA S.A.C.|01/02/2015|RS R.S.395-2014|
20100737826|EMPRESA ALGODONERA S A|01/06/2002|RS R.S.037-2002|
20557079441|EMPRESA COMERCIALIZADORA DE BEBIDAS S.A.C.|01/09/2016|RS R.S.180-2016|
20130680896|EMPRESA COMUNAL DE SERVICIOS MULTIPLES RANCAS|01/02/2015|RS R.S.395-2014|
20489612748|EMPRESA COMUNAL Y SERVICIOS MULTIPLES HUARAUCACA|01/11/2012|RS R.S.228-2012|
20277977509|EMPRESA CONSTRUCTORA A.R.C S.R.LTDA|01/02/2015|RS R.S.395-2014|
20164486720|EMPRESA DE BIENES Y SERVICIOS PARA EL HOGAR S.A.C.|01/12/2011|RS R.S.257-2011|
20524522871|EMPRESA DE GENERACION ELECTRICA DE JUNIN S.A.C|01/09/2018|RS R.S.182-2018|
20279889208|EMPRESA DE GENERACION ELECTRICA DEL SUR S.A.|01/02/2003|RS R.S.181-2002|
20262221335|EMPRESA DE GENERACION ELECTRICA SAN GABAN S.A.|01/02/2003|RS R.S.181-2002|
20543136591|EMPRESA DE GENERACION ELECTRICA SANTA ANA S.A.C.|01/06/2017|RS R.S.095-2017|
20507024051|EMPRESA DE GENERACION HUALLAGA SOCIEDAD ANONIMA|01/09/2018|RS R.S.182-2018|
20502432657|EMPRESA DE GENERACION HUANZA S.A.|01/11/2012|RS R.S.228-2012|
20100162076|EMPRESA DE SEGURIDAD,VIGILANCIA Y CONTROL S.A.C|01/09/2010|RS R.S.217-2010|
20554944443|EMPRESA DE TRANSFORMACION AGRARIA S.A. SUCURSAL DEL PERU|01/07/2015|RS R.S.139-2015|
20135414931|EMPRESA DE TRANSPORTE TURISTICO OLANO S.A.|01/11/2012|RS R.S.228-2012|
20133605291|EMPRESA DE TRANSPORTES AVE FENIX S.A.C.|01/06/2012|RS R.S.096-2012|
20103626448|EMPRESA DE TRANSPORTES CHICLAYO S.A.|01/11/2012|RS R.S.228-2012|
20417931393|EMPRESA DE TRANSPORTES EXPRESO INTERNACIONAL PALOMINO S.A.C|01/11/2012|RS R.S.228-2012|
20132757187|EMPRESA DE TRANSPORTES EXPRESO LOBATO SOCIEDAD ANONIMA CERRADA|01/02/2015|RS R.S.395-2014|
20511265216|EMPRESA DE TRANSPORTES GRUPO HORNA SOCIEDAD ANONIMA CERRADA|01/02/2015|RS R.S.395-2014|
20120599063|EMPRESA DE TRANSPORTES MI BEATRIZ SOCIEDAD ANONIMA CERRADA|01/02/2015|RS R.S.395-2014|
20106076635|EMPRESA DE TRANSPORTES PERU BUS S.A.|01/11/2012|RS R.S.228-2012|
20167700277|EMPRESA DE TRANSPORTES ROMERO S.R.L.|01/02/2015|RS R.S.395-2014|
20194541008|EMPRESA DE TRANSPORTES URBANOS LOS CHINOS S.A.|01/12/2019|RS R.S.203-2019|
20156930963|EMPRESA DE TRANSPORTES Y SERVICIOS VIRGEN DE LA PUERTA S.A.|01/06/2012|RS R.S.096-2012|
20528985107|EMPRESA DISTRIBUIDORA Y COMERCIALIZADORA ATACHAGUA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA|01/11/2012|RS R.S.228-2012|
20143229816|EMPRESA EDITORA EL COMERCIO S.A.|01/06/2002|RS R.S.037-2002|
20538865312|EMPRESA ELECTRICA AGUA AZUL S.A.|01/09/2016|RS R.S.180-2016|
20100027705|EMPRESA ELECTRICIDAD DEL PERU - ELECTROPERU S A|01/06/2002|RS R.S.037-2002|
20100276322|EMPRESA METAL MECANICA S A EMEMSA|01/06/2012|RS R.S.096-2012|
20332907990|EMPRESA MINERA LOS QUENUALES S.A.|01/06/2002|RS R.S.037-2002|
20454578261|EMPRESA MINERA OTAPARA S.A.- EMOTSA|01/09/2018|RS R.S.182-2018|
20347644502|EMPRESA MINERA PARAGSHA S.A.C.|01/09/2016|RS R.S.180-2016|
20128985841|EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE CORONEL PORTILLO SOCIEDAD ANONIMA|01/09/2018|RS R.S.182-2018|
20114883230|EMPRESA NACIONAL DE LA COCA S.A.|01/03/2009|RS R.S.030-2009|
20539877888|EMPRESA NUEVO AMANECER DE CURAUBAMBA S.A.|01/06/2017|RS R.S.095-2017|
20100072751|EMPRESA PERUANA DE SERVICIOS EDITORIALES S.A. - EDITORA PERU|01/06/2002|RS R.S.037-2002|
20103448591|EMPRESA PRESTADORA DE SERVICIOS DE SANEAMIENTO DE AGUA POTABLE Y ALCANTARILLADO DE LAMBAYEQUE S.A.|01/03/2009|RS R.S.030-2009|
20492106047|EMPRESA PROCESADORA ALONSO SOCIEDAD ANONIMA CERRADA - EMPRESA PROCESADORA ALONSO S.A.C.|01/11/2012|RS R.S.228-2012|
20405479592|EMPRESA REGIONAL DE SERVICIO PUBLICO DE ELECTRICIDAD DE PUNO SOCIEDAD ANONIMA ABIERTA|01/03/2009|RS R.S.030-2009|
20132023540|EMPRESA REGIONAL DE SERVICIO PUBLICO DE ELECTRICIDAD ELECTRONORTEMEDIO SOCIEDAD ANONIMA - HIDRANDINA|01/05/2011|RS R.S.082-2011|
20402885549|EMPRESA SIDERURGICA DEL PERU S.A.A.|01/02/2004|RS R.S. 008-2004|
20101951872|EMPRESAS COMERCIALES S.A. Y/O EMCOMER S.A.|01/06/2002|RS R.S.037-2002|
20518691504|EMPRESAS PINTO PERU S.A.|01/09/2016|RS R.S.180-2016|
20555077913|EMTEC PERU S.A|01/09/2016|RS R.S.180-2016|
20520695053|EMULSIONES Y DERIVADOS DEL PERU S.A.C.|01/03/2014|RS R.S.378-2013|
20536733419|EMUSA PERU S.A.C.|01/11/2012|RS R.S.228-2012|
20269985900|ENEL DISTRIBUCION PERU S.A.A.|01/06/2002|RS R.S.037-2002|
20330791412|ENEL GENERACION PERU S.A.A.|01/06/2002|RS R.S.037-2002|
20270508163|ENEL GENERACION PIURA S.A.|01/02/2003|RS R.S.181-2002|
20538287874|ENERGIA GLOBAL ALTERNATIVA S.A.C.|01/12/2011|RS R.S.257-2011|
20281244222|ENERGIA Y ORGANIZACION DE SISTEMAS S.A.|01/07/2015|RS R.S.139-2015|
20506151547|ENERGIGAS S.A.C.|01/12/2011|RS R.S.257-2011|
20102502001|ENERGOPROJEKT NISKOGRADNJA S.A. SUC PERU|01/09/2010|RS R.S.217-2010|
20486086719|ENERLETRIC   INGENIEROS S.A.C.|01/03/2014|RS R.S.378-2013|
20333363900|ENGIE ENERGIA PERU S.A.|01/06/2002|RS R.S.037-2002|
20100117526|ENOTRIA S.A.|01/06/2002|RS R.S.037-2002|
20134052989|ENT.PREST.SERVICIOS DE SANEAMIENTO TACNA S.A.|01/03/2014|RS R.S.378-2013|
20106897914|ENTEL PERU S.A.|01/06/2002|RS R.S.037-2002|
20538763072|ENTIDAD DE DESARROLLO A LA PEQUE�A Y MICRO EMPRESA INVERSIONES LA CRUZ S.A. - EDPYME INVERSIONES LA|01/02/2015|RS R.S.395-2014|
20102762925|ENTIDAD PREST.DE SS.DE SANEAM. GRAU S.A.|01/12/2019|RS R.S.203-2019|
20546432841|ENTRETENCIONES CEC PERU S.A.|01/06/2017|RS R.S.095-2017|
20544093895|ENTRETENIMIENTOS MASARIS SOCIEDAD ANONIMA CERRADA|01/02/2015|RS R.S.395-2014|
20292391189|ENVASADORA SAN GABRIEL S.R.L. - ESG S.R.L.|01/11/2012|RS R.S.228-2012|
20513066431|ENVASES LOS PINOS S.A.C.|01/03/2014|RS R.S.378-2013|
20100182859|ENVASES Y ENVOLTURAS S.A.|01/06/2002|RS R.S.037-2002|
20545699126|EP DE FRANQUICIAS SAC|01/02/2015|RS R.S.395-2014|
20545699550|EP DE RESTAURANTES S.A.C.|01/02/2015|RS R.S.395-2014|
20100082803|EPIROC PERU SOCIEDAD ANONIMA|01/06/2002|RS R.S.037-2002|
20100712599|EPLI S.A.C.|01/06/2002|RS R.S.037-2002|
20102890508|EPPO SOCIEDAD ANONIMA|01/11/2012|RS R.S.228-2012|
20136353315|EPS. SEDACUSCO S.A.|01/03/2014|RS R.S.378-2013|
20523194713|EPSA PERU SOCIEDAD ANONIMA CERRADA|01/09/2016|RS R.S.180-2016|
20391166855|EPSON PERU S.A|01/02/2003|RS R.S.181-2002|
20265681299|EQUIFAX PERU S.A.|01/06/2002|RS R.S.037-2002|
20422488198|EQUINOX INTERNATIONAL S.A.C.|01/02/2004|RS R.S. 008-2004|
20371463586|EQUIPOS ATENUZ S.A.C.|01/07/2015|RS R.S.139-2015|
20381959997|ESCUELA NACIONAL DE FORMACI�N PROFESIONAL POLICIAL PNP|01/12/2019|RS R.S.203-2019|
20131379430|ESCUELA NACIONAL DE MARINA MERCANTE 'ALMIRANTE MIGUEL GRAU'|01/11/2002|RS R.S.135-2002|
20100076072|ESMERALDA CORP S.A.C.|01/03/2014|RS R.S.378-2013|
20302091766|ESMETAL S.A.C.|01/02/2006|RS R.S.254-2005|
20132373524|ESPARQ CIESA CONTRATISTAS GENERALES S.A.C.|01/12/2011|RS R.S.257-2011|
20263805021|ESPECIALIDADES MEDICAS UNIVERSAL S.A.|01/07/2015|RS R.S.139-2015|
20508462027|ESPECIALISTAS EN GAS DEL PERU S.A.C.|01/06/2012|RS R.S.096-2012|
20100002206|ESTABLECIMIENTOS INCA SAC|01/06/2002|RS R.S.037-2002|
20519913896|ESTACION DE SERVICIOS MOQUEGUA S.R.LTDA|01/09/2016|RS R.S.180-2016|
20228985237|ESTACION DE SERVICIOS SAN JOSE ESPINAR-CUSCO SRL|01/11/2012|RS R.S.228-2012|
20175642341|ESTACION DE SERVICIOS SAN JOSE S.A.C.|01/11/2012|RS R.S.228-2012|
20475428634|ESTANTERIAS METALICAS J.R.M. S.A.C|01/06/2012|RS R.S.096-2012|
20100199158|ESTILOS S.R.L.|01/01/2007|RS R.S.219-2006|
20100369509|ESTRUCTURAS INDUSTRIALES EGA S A|01/02/2015|RS R.S.395-2014|
20100652596|ETHEREUM S.A.C.|01/06/2002|RS R.S.037-2002|
20504039120|EULEN DEL PERU DE SERVICIOS COMPLEMENTARIOS S.A.|01/02/2015|RS R.S.395-2014|
20550808791|EURO CAMIONES S.A.|01/02/2015|RS R.S.395-2014|
20168544252|EURO MOTORS S.A.|01/06/2002|RS R.S.037-2002|
20492896269|EUROFRESH PERU S.A.C|01/07/2015|RS R.S.139-2015|
20503497990|EUROGROUP S.A.C.|01/11/2012|RS R.S.228-2012|
20349065488|EUROSHOP S.A.|01/06/2002|RS R.S.037-2002|
20376113443|EUROTUBO S.A.C.|01/11/2012|RS R.S.228-2012|
20601264057|EUROVA S.A.C.|01/09/2018|RS R.S.182-2018|
20430301595|EXANDAL S.A.C.|01/03/2014|RS R.S.378-2013|
20504205232|EXECUTIVE SOLUTIONS SOCIEDAD ANONIMA|01/11/2012|RS R.S.228-2012|
20384158081|EXIGE INDUSTRIAL S.A.C.|01/09/2016|RS R.S.180-2016|
20100041520|EXIMPORT DISTRIBUIDORES DEL PERU S A|01/12/2011|RS R.S.257-2011|
20527775851|EXPLO DRILLING PERU SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA|01/03/2014|RS R.S.378-2013|
20501523837|EXPLOMIN DEL PERU S.A.|01/03/2014|RS R.S.378-2013|
20510334699|EXPLORACIONES ANDINAS S.A.C|01/02/2015|RS R.S.395-2014|
20600280652|EXPORT FASHION & STYLE S.A.C.|01/09/2016|RS R.S.180-2016|
20520728598|EXPORTACIONES KENELMA PERUVIAN SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA|01/09/2016|RS R.S.180-2016|
20559303926|EXPORTACIONES SANCHEZ FIERRO SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - SAFEX S.R.L.|01/09/2016|RS R.S.180-2016|
20512019146|EXPORTADORA AGRICOLA ORGANICA SOCIEDAD ANONIMA CERRADA EN LIQUIDACION|01/02/2015|RS R.S.395-2014|
20540078921|EXPORTADORA CAMINOS ALTOS DEL PERU S.A.C.|01/09/2016|RS R.S.180-2016|
20547669046|EXPORTADORA EL PARQUE PERU SAC|01/02/2015|RS R.S.395-2014|
20100021847|EXPORTADORA EL SOL S.A.C.|01/05/2011|RS R.S.082-2011|
20104902864|EXPORTADORA FRUTICOLA DEL SUR SA|01/03/2014|RS R.S.378-2013|
20349681014|EXPORTADORA OFK EIRL|01/09/2016|RS R.S.180-2016|
20522061035|EXPORTADORA ROMEX S.A.|01/05/2011|RS R.S.082-2011|
20515552520|EXPORTADORA SAFCO PERU S.A.|01/03/2014|RS R.S.378-2013|
20507162526|EXPRESCOM DEL PERU S.A.C.|01/09/2016|RS R.S.180-2016|
20120550137|EXPRESO MOLINA UNION S.A.C.|01/11/2012|RS R.S.228-2012|
20226499572|EXPRESO TULIPAN S.A.|01/06/2012|RS R.S.096-2012|
20502661923|EXPRESS JEAN'S C & O S.A.|01/11/2012|RS R.S.228-2012|
20100094135|EXSA S A|01/06/2002|RS R.S.037-2002|
20441409002|EXTERRAN PERU SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA|01/09/2016|RS R.S.180-2016|
20548123888|EXTRACO S.A. SUCURSAL PERU|01/12/2019|RS R.S.203-2019|
20522346030|EZENTIS PERU S.A.C.|01/06/2012|RS R.S.096-2012|
20425661109|F & B REPRESENTACIONES S.A.C.|01/07/2015|RS R.S.139-2015|
20102222220|F&G PUBLICITARIOS S.A.C Y/O FISICOS Y GR AFICOS PUBLICITARIOS S.A.C|01/06/2002|RS R.S.037-2002|
20100211115|FAB DE CHOCOLATES LA IBERICA S A|01/02/2015|RS R.S.395-2014|
20446323572|FABRIC.Y REPAR.MULT.E INDUSTRIALES S.A.C|01/02/2015|RS R.S.395-2014|
20507928898|FABRICA & SERVICIOS RENFER S.A.C.|01/11/2012|RS R.S.228-2012|
20100244391|FABRICA DE CINTAS ARBONA S A|01/06/2002|RS R.S.037-2002|
20100067596|FABRICA DE CUBIERTOS SAC|01/06/2002|RS R.S.037-2002|
20512975985|FABRICA DE ENCHAPES Y TRIPLAY S.A.C - FADET S.A.C|01/03/2014|RS R.S.378-2013|
20308430457|FABRICA DE ENVASES S.A|01/10/2005|RS R.S.174-2005|
20101628664|FABRICA DE FIDEOS LA PASTA E.I.R.L.|01/09/2016|RS R.S.180-2016|
20100357161|FABRICA DE REDES Y CORDELES EL PESCADOR SRL|01/09/2016|RS R.S.180-2016|
20517336492|FABRICA DE TEJIDOS PISCO S.A.C.|01/11/2012|RS R.S.228-2012|
20458841714|FABRICACIONES ALCANTARA E.I.R.L.|01/02/2015|RS R.S.395-2014|
20132108294|FABRICACIONES METALICAS CARRANZA S.A.C.|01/12/2011|RS R.S.257-2011|
20555731150|FACTOR FUSION S.A.C.|01/06/2017|RS R.S.095-2017|
20354243777|FACTORIA BRUCE S.A.|01/07/2015|RS R.S.139-2015|
20519093724|FAGA MOTORS S.A.|01/07/2015|RS R.S.139-2015|
20482485511|FAIRTRASA PERU S.A.|01/02/2015|RS R.S.395-2014|
20510400233|FALABELLA SERVICIOS GENERALES S.A.C.|01/11/2012|RS R.S.228-2012|
20512550381|FALABELLA TECNOLOGIA PERU S.A.C.|01/02/2015|RS R.S.395-2014|
20547836473|FALABELLA.COM S.A.C.|01/02/2015|RS R.S.395-2014|
20563614723|FALL CREEK PERU S.R.L.|01/09/2016|RS R.S.180-2016|
20100112214|FAMESA EXPLOSIVOS S.A.C.|01/02/2003|RS R.S.181-2002|
20100302005|FAMETAL S.A. FABRICA DE METALES ALEADOS SOCIEDAD ANONIMA EN LIQUIDACI�N|01/06/2012|RS R.S.096-2012|
20533630759|FARGO MINERIA Y CONSTRUCCION S.A.C.|01/06/2017|RS R.S.095-2017|
20101520898|FARGOLINE SOCIEDAD ANONIMA - FARGOLINE S.A.|01/11/2012|RS R.S.228-2012|
20263804300|FARIDE ALGODON DEL PERU S.R.L|01/03/2014|RS R.S.378-2013|
20370816710|FARMACEUTICA DEL SUR S.R.L.|01/11/2012|RS R.S.228-2012|
20100025168|FARMACIA UNIVERSAL S.A.C.|01/06/2002|RS R.S.037-2002|
20346802996|FARMACIAS HOLLYWOOD S.A.C|01/11/2012|RS R.S.228-2012|
20100180210|FARMAGRO S A|01/06/2002|RS R.S.037-2002|
20100141583|FARMEX S A|01/06/2002|RS R.S.037-2002|
20262996329|FARMINDUSTRIA S.A.|01/06/2002|RS R.S.037-2002|
20472936426|FASE DOS S.A.C.|01/11/2012|RS R.S.228-2012|
20506123098|FASHION COMPANY S.A.C|01/11/2012|RS R.S.228-2012|
20516923815|FASHION TEXTIL COTTON S.A.C.|01/09/2016|RS R.S.180-2016|
20513461063|FASHION UTOPIA S.A.C.|01/03/2014|RS R.S.378-2013|
20427593259|FASTLANE SOCIEDAD ANONIMA|01/06/2012|RS R.S.096-2012|
20100165687|FCA NAC DE ACUMULADORES ETNA S A|01/06/2002|RS R.S.037-2002|
20100051240|FCA PERUANA ETERNIT S A|01/06/2002|RS R.S.037-2002|
20156399036|FEDERACION DEPORTIVA NACIONAL PERUANA DE FUTBOL|01/07/2015|RS R.S.139-2015|
20545939020|FELGUERA  I.H.I. SA|01/02/2015|RS R.S.395-2014|
20509514641|FENIX POWER PERU S.A.|01/12/2011|RS R.S.257-2011|
20282880424|FERRETERIA CONTRERAS LA SOLUCION S.A.C.|01/11/2012|RS R.S.228-2012|
20454067682|FERRETERIA Y MATERIALES DE CONSTRUCCION S.R.L. - FEMACO S.R.L.|01/11/2012|RS R.S.228-2012|
20287303492|FERRETERIA Y REPRESENTACIONES UNION EIRL|01/03/2014|RS R.S.378-2013|
20100027292|FERREYCORP S.A.A.|01/06/2002|RS R.S.037-2002|
20100028698|FERREYROS SOCIEDAD AN�NIMA|01/06/2012|RS R.S.096-2012|
20432348114|FERROCARRIL CENTRAL ANDINO S.A.|01/02/2003|RS R.S.181-2002|
20432747833|FERROCARRIL TRANSANDINO S.A.|01/06/2002|RS R.S.037-2002|
20464265504|FERROSALT S.A.|01/06/2012|RS R.S.096-2012|
20432347142|FERROVIAS CENTRAL ANDINA S.A.|01/03/2014|RS R.S.378-2013|
20504606229|FERTILES S.A.C.|01/07/2015|RS R.S.139-2015|
20512122311|FERTILIZANTES DEL SUR SOCIEDAD ANONIMA CERRADA - FERTISUR S.A.C.|01/09/2016|RS R.S.180-2016|
20555438282|FERUSH ENERGY S.A.C.|01/12/2019|RS R.S.203-2019|
20100004080|FESEPSA S.A|01/06/2002|RS R.S.037-2002|
20332839200|FGA INGENIEROS SA|01/11/2012|RS R.S.228-2012|
20165317581|FIANSA SOCIEDAD ANONIMA|01/08/2006|RS R.S.091-2006|
20508873914|FIBRAFIL S.A.|01/03/2014|RS R.S.378-2013|
20100028850|FIBRAS INDUSTRIALES S A|01/02/2006|RS R.S.254-2005|
20255135253|FIBRAS MARINAS SA|01/08/2006|RS R.S.091-2006|
20407914261|FIBRAS NATURALES INCA COTTON S.A.C.|01/09/2016|RS R.S.180-2016|
20348682980|FIDENZA DISEGNO SA|01/02/2006|RS R.S.254-2005|
20100083010|FILAMENTOS INDUSTRIALES S A|01/06/2002|RS R.S.037-2002|
20378092419|FILASUR S.A.|01/06/2002|RS R.S.037-2002|
20503386730|FILM PACK S.A.C.|01/03/2014|RS R.S.378-2013|
20100121043|FILTROS LYS S.A.|01/02/2015|RS R.S.395-2014|
20196629000|FIMA S A|01/06/2002|RS R.S.037-2002|
20228319768|FINANCIERA CONFIANZA S.A.A. - FINANCIERA CONFIANZA|01/02/2015|RS R.S.395-2014|
20441805960|FINANCIERA EFECTIVA S.A.|01/02/2015|RS R.S.395-2014|
20522291201|FINANCIERA OH! S.A. O FINANCIERA OH S.A.|01/02/2015|RS R.S.395-2014|
20521308321|FINANCIERA QAPAQ S.A.|01/02/2015|RS R.S.395-2014|
20337996834|FINANCIERA TFC S.A. EN LIQUIDACION|01/02/2015|RS R.S.395-2014|
20101256422|FIORELLA REPRESENTACIONES S.A.C.|01/12/2011|RS R.S.257-2011|
20111355526|FISHER INTERNATIONAL COMPANY SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - FISHER INT. CO. S.R.L.|01/02/2015|RS R.S.395-2014|
20451558383|FITESA PERU S.A.C.|01/11/2012|RS R.S.228-2012|
20515858360|FLAMA GAS CORPORATION SOCIEDAD ANONIMA CERRADA|01/09/2018|RS R.S.182-2018|
20305875296|FLINT GROUP PERU S.A.|01/06/2002|RS R.S.037-2002|
20112841912|FLINT INK PERU S.A. EN LIQUIDACI�N|01/09/2016|RS R.S.180-2016|
20279143222|FLORIDABLANCA S.A.C.|01/02/2015|RS R.S.395-2014|
20466241734|FLP DEL PERU SOCIEDAD ANONIMA CERRADA|01/02/2015|RS R.S.395-2014|
20505675836|FLSMIDTH S.A.C.|01/01/2010|RS R.S.265-2009|
20122794424|FONDO DE EMPLEADOS DEL BANCO DE LA NACION|01/06/2017|RS R.S.095-2017|
20514935590|FONDO DE INVERSION EN TELECOMUNICACIONES - FITEL|01/12/2019|RS R.S.203-2019|
20414671773|FONDO MIVIVIENDA S.A.|01/02/2015|RS R.S.395-2014|
20137921601|FONDO NACIONAL DE DESARROLLO PESQUERO|01/11/2002|RS R.S.135-2002|
20600250737|FONPELL S.A.C.|01/09/2016|RS R.S.180-2016|
20566327601|FOOD INC S.A.C.|01/09/2016|RS R.S.180-2016|
20555903546|FORD PERU S.R.L.|01/07/2015|RS R.S.139-2015|
20521178362|FORMAMOS ACERO S.A.C.|01/09/2016|RS R.S.180-2016|
20306219996|FORSAC PERU S.A.C.|01/06/2012|RS R.S.096-2012|
20523025521|FORUM INVERSIONES S.A.C.|01/02/2015|RS R.S.395-2014|
20523108574|FOSFATOS DEL PACIFICO S.A.|01/12/2011|RS R.S.257-2011|
20100226147|FRANCISCO CARBAJAL BERNAL S.A.|01/11/2012|RS R.S.228-2012|
20369872274|FRANCO SUPERMERCADO E.I.R.L.|01/12/2011|RS R.S.257-2011|
20100231817|FRANKY Y RICKY S.A.|01/02/2004|RS R.S. 008-2004|
20298674611|FRANQUICIAS ALIMENTARIAS S.A.|01/03/2014|RS R.S.378-2013|
20100019516|FRENO S A|01/06/2002|RS R.S.037-2002|
20549008641|FREYSSINET TIERRA ARMADA PERU S.A.C. - TIERRA ARMADA S.A.C.|01/09/2016|RS R.S.180-2016|
20460436771|FRIONOX S.A.C.|01/07/2015|RS R.S.139-2015|
20494691524|FRIOPACKING S.A.C.|01/02/2015|RS R.S.395-2014|
20517553914|FRONTERA ENERGY DEL PERU S.A.|01/03/2014|RS R.S.378-2013|
20546353118|FRONTERA ENERGY OFF SHORE PERU S.R.L.|01/02/2015|RS R.S.395-2014|
20537250071|FROZEN FOODS SOCIEDAD ANONIMA CERRADA - FROZEN FOODS S.A.C.|01/07/2015|RS R.S.139-2015|
20526145543|FRUITXCHANGE S.A.C - FC S.A.C|01/03/2014|RS R.S.378-2013|
20600235738|FRUSAN AGRO S.A.C.|01/09/2018|RS R.S.182-2018|
20563120135|FRUTAROM PERU S.A.|01/09/2016|RS R.S.180-2016|
20526218796|FRUTAS PIURANAS S.A.C. EN LIQUIDACION|01/03/2014|RS R.S.378-2013|
20480325088|FRUTOS TONGORRAPE SOCIEDAD ANONIMA|01/02/2015|RS R.S.395-2014|
20207845044|FRUTOS Y ESPECIAS S.A.C.|01/06/2002|RS R.S.037-2002|
20347269060|FUENTE DE SODA LIMA S.A.C.|01/07/2015|RS R.S.139-2015|
20144364059|FUERZA AEREA DEL PERU|01/06/2002|RS R.S.037-2002|
20100249350|FUJITA GUMI S.A.C.|01/06/2002|RS R.S.037-2002|
20404723392|FULGAS PLANTA ENVASADORA DE G.L.P S.A.|01/11/2012|RS R.S.228-2012|
20101259014|FUNDACION PARA EL DESARROLLO AGRARIO|01/06/2002|RS R.S.037-2002|
20526950667|FUNDACION TINTAYA|01/02/2015|RS R.S.395-2014|
20100001579|FUNDICION CALLAO S A|01/01/2007|RS R.S.219-2006|
20505069596|FUNDICION CARLOS ALEJANDRO ROBET S.A.C.|01/03/2014|RS R.S.378-2013|
20100063761|FUNDICION CENTRAL S A|01/06/2002|RS R.S.037-2002|
20538728757|FUNDICION CHILCA S.A.|01/02/2015|RS R.S.395-2014|
20452571936|FUNDO DO�A PANCHA S.A.C|01/03/2014|RS R.S.378-2013|
20445534570|FUNDO LOS PALTOS SOCIEDAD ANONIMA CERRADA|01/03/2014|RS R.S.378-2013|
20390247487|FUNDO SACRAMENTO S.A.C.|01/11/2012|RS R.S.228-2012|
20515947460|FUNDO SAN JUDAS TADEO SA|01/02/2015|RS R.S.395-2014|
20517227103|FUNERARIA JARDINES S.A - FUNJAR|01/02/2015|RS R.S.395-2014|
20513081236|FUXION BIOTECH S.A.C.|01/02/2015|RS R.S.395-2014|
20504436552|FVF EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA|01/06/2012|RS R.S.096-2012|
20549881760|G & H INVERSIONES SUAREZ S.A.C.|01/09/2018|RS R.S.182-2018|
20454133146|G & T S.A.C.|01/06/2012|RS R.S.096-2012|
20461309527|G Y G KONTRATA S.A.C.|01/06/2012|RS R.S.096-2012|
20537025388|G.I. INDUSTRIA PERU S.A.C.|01/09/2016|RS R.S.180-2016|
20467682726|G.O.TRADERS S.A.|01/09/2016|RS R.S.180-2016|
20543158217|G.T.A. PERU S.A.C.|01/02/2015|RS R.S.395-2014|
